,id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_y_card,home_r_card,away_y_card,away_r_card,home_shoton,away_shoton,home_shotoff,away_shotoff,home_foulcommit,away_foulcommit,home_cross,away_cross,home_corner,away_corner,home_possession,away_possession,HTP,ATP,Result
2773,24291,2015/2016,2,2015-08-29 00:00:00,2030095,FC Barcelona,Málaga CF,1,0,1.1,10.0,26.0,0,0,3,0,17,1,7,3,4,23,17,8,15,2,66,34,3,1,H
2770,24288,2015/2016,2,2015-08-29 00:00:00,2030092,RC Celta de Vigo,Rayo Vallecano,3,0,1.53,4.33,6.0,2,0,2,1,5,0,1,3,7,12,14,8,5,4,66,34,3,1,H
2777,24295,2015/2016,2,2015-08-29 00:00:00,2030099,Real Madrid CF,Real Betis Balompié,5,0,1.1,10.0,26.0,3,0,3,0,10,2,5,3,11,14,30,13,11,4,67,33,1,1,H
2778,24296,2015/2016,2,2015-08-29 00:00:00,2030100,Real Sociedad,Real Sporting de Gijón,0,0,1.85,3.5,4.5,4,0,5,0,2,5,11,5,11,15,22,11,6,4,62,38,1,1,D
2775,24293,2015/2016,2,2015-08-30 00:00:00,2030097,Getafe CF,Granada CF,1,2,2.05,3.2,4.0,5,0,3,0,6,4,8,2,16,15,27,13,6,6,58,42,0,0,A
2774,24292,2015/2016,2,2015-08-30 00:00:00,2030096,SD Eibar,Athletic Club de Bilbao,2,0,4.0,3.1,2.1,2,0,2,0,6,2,1,4,14,14,13,25,11,4,48,52,3,0,H
2772,24290,2015/2016,2,2015-08-30 00:00:00,2030094,Sevilla FC,Atlético Madrid,0,3,2.8,3.2,2.63,3,0,4,0,17,7,8,7,17,13,25,8,11,1,56,44,1,3,A
2771,24289,2015/2016,2,2015-08-30 00:00:00,2030093,UD Las Palmas,Levante UD,0,0,1.91,3.3,4.5,2,0,4,0,7,2,6,1,14,21,23,9,3,0,60,40,0,0,D
2779,24297,2015/2016,2,2015-08-30 00:00:00,2030101,Valencia CF,RC Deportivo de La Coruña,1,1,1.44,4.33,8.0,4,0,1,0,8,4,3,5,14,16,22,9,5,7,52,48,1,1,D
2881,24399,2015/2016,3,2015-09-11 00:00:00,2030103,Levante UD,Sevilla FC,1,1,4.75,3.75,1.75,3,0,3,0,6,4,7,2,12,8,18,20,5,4,52,48,1,1,D
2882,24400,2015/2016,3,2015-09-12 00:00:00,2030104,Atlético Madrid,FC Barcelona,1,2,3.3,3.2,2.3,3,0,1,0,4,5,5,5,17,5,5,10,1,10,30,70,6,6,A
2886,24404,2015/2016,3,2015-09-12 00:00:00,2030108,RCD Espanyol,Real Madrid CF,0,6,10.0,5.0,1.33,2,0,2,0,6,1,8,7,19,10,15,16,5,6,47,53,3,4,A
2887,24405,2015/2016,3,2015-09-12 00:00:00,2030109,Real Betis Balompié,Real Sociedad,1,0,2.3,3.3,3.2,6,0,3,0,3,5,5,6,12,9,10,25,2,4,41,59,1,2,H
2888,24406,2015/2016,3,2015-09-12 00:00:00,2030110,Real Sporting de Gijón,Valencia CF,0,1,3.4,3.2,2.25,3,0,3,0,8,9,3,8,16,9,12,26,4,6,45,55,2,2,A
2884,24402,2015/2016,3,2015-09-13 00:00:00,2030106,Athletic Club de Bilbao,Getafe CF,3,1,1.57,3.75,7.0,1,0,4,0,6,7,7,3,12,15,25,16,12,5,54,46,0,0,H
2885,24403,2015/2016,3,2015-09-13 00:00:00,2030107,Granada CF,Villarreal CF,1,3,3.5,3.1,2.25,2,0,4,0,6,2,7,4,16,20,31,16,8,6,52,48,3,4,A
2883,24401,2015/2016,3,2015-09-13 00:00:00,2030105,Málaga CF,SD Eibar,0,0,1.75,3.5,5.25,2,0,4,0,4,3,5,4,11,13,25,27,7,3,54,46,1,6,D
2880,24398,2015/2016,3,2015-09-13 00:00:00,2030102,RC Celta de Vigo,UD Las Palmas,3,3,1.5,4.2,7.0,0,0,3,1,14,4,6,3,19,13,23,5,7,2,62,38,6,1,D
2889,24407,2015/2016,3,2015-09-14 00:00:00,2030111,Rayo Vallecano,RC Deportivo de La Coruña,1,3,2.1,3.5,3.5,2,1,2,0,3,7,4,5,13,10,34,17,5,4,65,35,1,2,A
2984,24502,2015/2016,4,2015-09-18 00:00:00,2030116,Getafe CF,Málaga CF,1,0,2.6,3.1,2.9,5,0,2,0,5,4,4,8,18,11,11,29,4,7,44,56,0,2,H
2986,24504,2015/2016,4,2015-09-19 00:00:00,2030118,Real Madrid CF,Granada CF,1,0,1.06,15.0,26.0,1,0,3,0,11,7,8,5,9,14,15,7,10,1,63,37,7,3,H
2987,24505,2015/2016,4,2015-09-19 00:00:00,2030119,Real Sociedad,RCD Espanyol,2,3,2.0,3.4,4.0,2,1,3,0,4,8,3,4,15,16,21,11,7,6,51,49,2,3,A
2983,24501,2015/2016,4,2015-09-19 00:00:00,2030115,SD Eibar,Atlético Madrid,0,2,7.0,3.75,1.57,2,0,1,0,5,6,3,4,14,7,13,20,1,4,47,53,7,6,A
2988,24506,2015/2016,4,2015-09-19 00:00:00,2030120,Valencia CF,Real Betis Balompié,0,0,1.5,4.33,6.5,4,0,4,0,16,3,5,1,16,13,24,9,7,1,66,34,5,4,D
2982,24500,2015/2016,4,2015-09-20 00:00:00,2030114,FC Barcelona,Levante UD,4,1,1.06,12.0,29.0,0,0,1,0,8,5,9,5,7,15,11,8,4,4,64,36,9,2,H
2989,24507,2015/2016,4,2015-09-20 00:00:00,2030121,RC Deportivo de La Coruña,Real Sporting de Gijón,2,3,2.05,3.1,4.2,3,0,3,0,12,1,4,0,11,14,33,11,8,3,57,43,5,2,A
2981,24499,2015/2016,4,2015-09-20 00:00:00,2030113,Sevilla FC,RC Celta de Vigo,1,2,1.8,3.75,4.33,3,0,7,0,9,7,6,6,16,16,15,5,5,5,43,57,2,7,A
2980,24498,2015/2016,4,2015-09-20 00:00:00,2030112,UD Las Palmas,Rayo Vallecano,0,1,1.91,3.5,4.0,3,0,5,0,2,5,6,8,14,19,12,16,3,5,51,49,2,1,A
2985,24503,2015/2016,4,2015-09-20 00:00:00,2030117,Villarreal CF,Athletic Club de Bilbao,3,1,2.0,3.5,3.75,4,0,4,0,6,2,6,5,17,6,14,18,9,4,47,53,7,3,H
2993,24511,2015/2016,5,2015-09-22 00:00:00,2030125,Atlético Madrid,Getafe CF,2,0,1.25,5.5,15.0,3,0,2,0,7,4,4,2,14,9,19,12,6,1,52,48,9,3,H
2996,24514,2015/2016,5,2015-09-22 00:00:00,2030128,Granada CF,Real Sociedad,0,3,2.4,3.1,3.2,5,0,4,0,6,2,4,3,20,18,23,7,4,3,49,51,3,2,A
2997,24515,2015/2016,5,2015-09-22 00:00:00,2030129,RCD Espanyol,Valencia CF,1,0,3.25,3.25,2.3,5,0,7,0,7,6,7,4,22,14,14,11,7,6,51,49,6,6,H
2995,24513,2015/2016,5,2015-09-23 00:00:00,2030127,Athletic Club de Bilbao,Real Madrid CF,1,2,5.25,4.2,1.62,4,0,3,0,7,9,4,14,16,10,27,15,6,8,45,55,3,10,A
2992,24510,2015/2016,5,2015-09-23 00:00:00,2030124,Levante UD,SD Eibar,2,2,2.38,3.1,3.25,2,0,5,0,2,4,6,3,14,24,22,4,4,7,55,45,2,7,D
2994,24512,2015/2016,5,2015-09-23 00:00:00,2030126,Málaga CF,Villarreal CF,0,1,2.63,3.3,2.75,2,0,3,0,8,3,5,6,18,14,20,9,8,5,58,42,2,10,A
2991,24509,2015/2016,5,2015-09-23 00:00:00,2030123,RC Celta de Vigo,FC Barcelona,4,1,6.5,4.5,1.5,2,0,2,0,5,9,8,8,18,4,9,4,5,10,46,54,10,12,H
2999,24517,2015/2016,5,2015-09-23 00:00:00,2030131,Rayo Vallecano,Real Sporting de Gijón,2,1,2.25,3.4,3.2,2,0,3,0,5,4,10,2,14,18,28,11,4,4,56,44,4,5,H
2990,24508,2015/2016,5,2015-09-23 00:00:00,2030122,UD Las Palmas,Sevilla FC,2,0,3.3,3.4,2.2,3,0,4,0,4,8,5,8,9,14,7,25,5,5,50,50,2,2,H
2998,24516,2015/2016,5,2015-09-24 00:00:00,2030130,Real Betis Balompié,RC Deportivo de La Coruña,1,2,2.25,3.3,3.3,3,0,5,0,3,2,4,4,11,22,21,13,3,4,56,44,5,5,A
3007,24525,2015/2016,6,2015-09-25 00:00:00,2030139,Valencia CF,Granada CF,1,0,1.45,4.5,7.5,3,0,3,0,4,12,6,7,19,21,16,19,11,3,51,49,6,3,H
3001,24519,2015/2016,6,2015-09-26 00:00:00,2030133,FC Barcelona,UD Las Palmas,2,1,1.08,11.0,26.0,2,0,4,0,7,6,10,4,12,23,10,4,3,4,63,37,12,5,H
3005,24523,2015/2016,6,2015-09-26 00:00:00,2030137,Real Madrid CF,Málaga CF,0,0,1.11,10.0,21.0,4,0,4,1,13,7,18,5,9,9,40,8,12,6,64,36,13,2,D
3002,24520,2015/2016,6,2015-09-26 00:00:00,2030134,SD Eibar,RC Celta de Vigo,1,1,3.75,3.4,2.05,5,0,4,0,7,3,3,5,25,17,18,26,4,4,34,66,8,13,D
3000,24518,2015/2016,6,2015-09-26 00:00:00,2030132,Sevilla FC,Rayo Vallecano,3,2,1.44,4.75,7.0,1,0,4,0,7,4,4,10,9,18,28,22,6,5,49,51,2,7,H
3004,24522,2015/2016,6,2015-09-26 00:00:00,2030136,Villarreal CF,Atlético Madrid,1,0,2.9,3.1,2.6,2,0,2,0,3,6,2,2,11,15,4,31,1,5,50,50,13,12,H
3003,24521,2015/2016,6,2015-09-27 00:00:00,2030135,Getafe CF,Levante UD,3,0,1.95,3.3,4.2,2,0,3,0,7,4,7,5,10,9,15,11,4,4,55,45,3,3,H
3008,24526,2015/2016,6,2015-09-27 00:00:00,2030140,RC Deportivo de La Coruña,RCD Espanyol,3,0,2.1,3.3,3.75,4,0,5,0,5,6,5,1,11,11,18,11,7,5,44,56,8,9,H
3006,24524,2015/2016,6,2015-09-27 00:00:00,2030138,Real Sociedad,Athletic Club de Bilbao,0,0,2.4,3.2,3.0,3,0,4,0,9,4,7,6,15,21,17,20,4,2,51,49,5,3,D
3009,24527,2015/2016,6,2015-09-27 00:00:00,2030141,Real Sporting de Gijón,Real Betis Balompié,1,2,2.3,3.2,3.3,1,0,1,0,7,4,10,6,10,9,25,10,10,4,51,49,5,5,A
3012,24530,2015/2016,7,2015-10-02 00:00:00,2030144,RC Celta de Vigo,Getafe CF,0,0,1.44,4.5,7.5,1,0,5,0,10,2,8,4,11,18,23,9,9,1,60,40,14,6,D
3017,24535,2015/2016,7,2015-10-03 00:00:00,2030149,Granada CF,RC Deportivo de La Coruña,1,1,2.6,3.2,2.8,1,0,3,0,2,4,6,8,12,21,23,17,2,5,54,46,3,11,D
3015,24533,2015/2016,7,2015-10-03 00:00:00,2030147,Málaga CF,Real Sociedad,3,1,2.38,3.1,3.3,5,0,2,0,6,6,2,6,15,17,9,26,2,4,39,61,3,6,H
3018,24536,2015/2016,7,2015-10-03 00:00:00,2030150,RCD Espanyol,Real Sporting de Gijón,1,2,2.0,3.3,4.0,3,0,3,0,8,2,1,2,15,14,15,11,9,1,50,50,9,5,A
3010,24528,2015/2016,7,2015-10-03 00:00:00,2030142,Sevilla FC,FC Barcelona,2,1,4.0,3.6,1.91,5,0,3,0,6,18,6,8,15,16,15,21,7,9,42,58,5,15,H
3011,24529,2015/2016,7,2015-10-03 00:00:00,2030143,UD Las Palmas,SD Eibar,0,2,2.1,3.3,3.75,2,0,2,0,7,5,10,2,5,16,17,10,3,1,60,40,5,9,A
3016,24534,2015/2016,7,2015-10-04 00:00:00,2030148,Athletic Club de Bilbao,Valencia CF,3,1,2.3,3.3,3.2,0,0,4,0,5,5,6,2,11,9,17,8,10,4,50,50,4,9,H
3014,24532,2015/2016,7,2015-10-04 00:00:00,2030146,Atlético Madrid,Real Madrid CF,1,1,3.2,3.3,2.3,6,0,4,0,9,2,5,6,19,12,22,13,5,1,48,52,12,14,D
3013,24531,2015/2016,7,2015-10-04 00:00:00,2030145,Levante UD,Villarreal CF,1,0,4.33,3.4,1.91,4,0,5,0,8,2,6,1,15,17,23,8,8,2,48,52,3,16,H
3019,24537,2015/2016,7,2015-10-04 00:00:00,2030151,Rayo Vallecano,Real Betis Balompié,0,2,2.2,3.5,3.2,4,0,2,0,12,5,12,1,12,12,26,9,8,3,64,36,7,8,A
3020,24538,2015/2016,8,2015-10-17 00:00:00,2030152,FC Barcelona,Rayo Vallecano,5,2,1.14,9.0,15.0,1,0,2,0,5,8,3,6,7,13,5,21,7,10,47,53,15,7,H
3029,24547,2015/2016,8,2015-10-17 00:00:00,2030161,Real Betis Balompié,RCD Espanyol,1,3,2.0,3.3,4.0,2,0,4,0,8,4,9,6,18,22,30,8,4,3,56,44,11,9,A
3024,24542,2015/2016,8,2015-10-17 00:00:00,2030156,Real Madrid CF,Levante UD,3,0,1.08,12.0,23.0,1,0,4,0,5,8,10,6,8,12,22,10,4,4,55,45,15,6,H
3021,24539,2015/2016,8,2015-10-17 00:00:00,2030153,SD Eibar,Sevilla FC,1,1,3.6,3.4,2.1,3,0,3,0,4,9,6,8,16,9,15,23,2,5,44,56,12,8,D
3026,24544,2015/2016,8,2015-10-17 00:00:00,2030158,Valencia CF,Málaga CF,3,0,1.62,3.75,6.0,3,0,3,0,2,5,2,5,20,20,16,21,6,8,54,46,9,6,H
3022,24540,2015/2016,8,2015-10-18 00:00:00,2030154,Getafe CF,UD Las Palmas,4,0,2.15,3.2,3.6,2,0,1,1,6,6,4,6,17,15,10,9,5,1,45,55,7,5,H
3027,24545,2015/2016,8,2015-10-18 00:00:00,2030159,RC Deportivo de La Coruña,Athletic Club de Bilbao,2,2,2.7,3.1,2.8,2,0,2,0,3,1,9,3,8,17,9,15,4,6,56,44,12,7,D
3025,24543,2015/2016,8,2015-10-18 00:00:00,2030157,Real Sociedad,Atlético Madrid,0,2,4.0,3.2,2.05,8,0,5,0,7,2,4,3,13,12,17,10,5,2,53,47,6,13,A
3023,24541,2015/2016,8,2015-10-18 00:00:00,2030155,Villarreal CF,RC Celta de Vigo,1,2,2.0,3.5,3.75,3,0,3,0,4,0,7,8,9,12,11,16,7,4,37,63,16,15,A
3028,24546,2015/2016,8,2015-10-19 00:00:00,2030160,Real Sporting de Gijón,Granada CF,3,3,2.0,3.2,4.2,3,0,8,0,6,6,6,5,10,13,29,10,6,1,61,39,8,4,D
3039,24557,2015/2016,9,2015-10-23 00:00:00,2030171,Rayo Vallecano,RCD Espanyol,3,0,2.2,3.4,3.2,4,0,3,0,8,3,3,3,14,12,24,4,6,5,62,38,7,12,H
3038,24556,2015/2016,9,2015-10-24 00:00:00,2030170,Granada CF,Real Betis Balompié,1,1,2.3,3.25,3.25,3,0,3,0,7,3,6,0,8,11,17,6,3,3,45,55,5,11,D
3036,24554,2015/2016,9,2015-10-24 00:00:00,2030168,Málaga CF,RC Deportivo de La Coruña,2,0,2.25,3.25,3.4,0,0,1,0,3,4,3,5,11,10,20,14,3,5,50,50,6,13,H
3033,24551,2015/2016,9,2015-10-24 00:00:00,2030165,RC Celta de Vigo,Real Madrid CF,1,3,3.8,3.8,1.91,6,0,1,0,8,4,6,8,16,16,15,15,5,7,50,50,18,18,A
3031,24549,2015/2016,9,2015-10-24 00:00:00,2030163,Sevilla FC,Getafe CF,5,0,1.44,4.33,8.0,1,0,3,0,10,1,7,5,18,15,21,13,7,3,56,44,9,10,H
3035,24553,2015/2016,9,2015-10-25 00:00:00,2030167,Atlético Madrid,Valencia CF,2,1,1.57,3.8,6.5,4,0,4,0,9,2,5,4,26,10,13,9,9,2,49,51,16,12,H
3030,24548,2015/2016,9,2015-10-25 00:00:00,2030162,FC Barcelona,SD Eibar,3,1,1.11,10.0,19.0,3,1,5,0,3,3,8,3,14,18,13,10,6,2,69,31,18,13,H
3034,24552,2015/2016,9,2015-10-25 00:00:00,2030166,Levante UD,Real Sociedad,0,4,2.63,3.2,2.8,5,0,3,0,6,3,7,5,24,16,28,19,10,3,58,42,6,6,A
3032,24550,2015/2016,9,2015-10-25 00:00:00,2030164,UD Las Palmas,Villarreal CF,0,0,3.5,3.25,2.2,1,0,2,0,4,2,1,3,12,14,12,15,6,6,56,44,5,16,D
3037,24555,2015/2016,9,2015-10-26 00:00:00,2030169,Athletic Club de Bilbao,Real Sporting de Gijón,3,0,1.53,4.0,7.0,1,0,3,0,3,2,12,4,8,15,20,20,9,3,52,48,8,9,H
2676,24194,2015/2016,10,2015-10-30 00:00:00,2030178,RC Deportivo de La Coruña,Atlético Madrid,1,1,5.5,3.4,1.7,2,0,0,0,3,6,3,4,4,9,13,22,1,5,45,55,13,19,D
2671,24189,2015/2016,10,2015-10-31 00:00:00,2030173,Getafe CF,FC Barcelona,0,2,10.0,5.75,1.29,3,0,0,0,3,9,3,8,10,3,10,22,3,5,37,63,10,21,A
2673,24191,2015/2016,10,2015-10-31 00:00:00,2030175,Real Madrid CF,UD Las Palmas,3,1,1.09,11.0,23.0,0,0,3,0,8,4,5,2,13,8,25,7,6,3,55,45,21,6,H
2674,24192,2015/2016,10,2015-10-31 00:00:00,2030176,Real Sociedad,RC Celta de Vigo,2,3,2.7,3.2,2.75,2,0,5,0,10,9,6,6,10,14,15,6,8,7,46,54,9,18,A
2675,24193,2015/2016,10,2015-10-31 00:00:00,2030177,Valencia CF,Levante UD,3,0,1.44,4.5,7.5,2,0,3,0,6,5,3,4,19,20,19,9,5,5,57,43,12,6,H
2672,24190,2015/2016,10,2015-10-31 00:00:00,2030174,Villarreal CF,Sevilla FC,2,1,2.25,3.4,3.25,5,0,3,0,2,3,5,2,17,15,10,14,7,5,50,50,17,12,H
2679,24197,2015/2016,10,2015-11-01 00:00:00,2030181,RCD Espanyol,Granada CF,1,1,2.0,3.3,4.0,3,0,6,0,5,5,4,5,16,19,23,11,5,6,56,44,12,6,D
2678,24196,2015/2016,10,2015-11-01 00:00:00,2030180,Real Betis Balompié,Athletic Club de Bilbao,1,3,3.25,3.25,2.3,2,0,4,0,6,9,2,5,10,14,9,18,7,9,49,51,12,11,A
2677,24195,2015/2016,10,2015-11-01 00:00:00,2030179,Real Sporting de Gijón,Málaga CF,1,0,2.38,3.2,3.2,1,0,3,0,4,5,3,6,12,8,9,18,7,5,43,57,9,9,H
2670,24188,2015/2016,10,2015-11-01 00:00:00,2030172,SD Eibar,Rayo Vallecano,1,0,2.2,3.4,3.3,2,0,3,0,4,2,7,4,17,11,18,28,2,6,46,54,13,10,H
2683,24201,2015/2016,11,2015-11-06 00:00:00,2030185,UD Las Palmas,Real Sociedad,2,0,2.75,3.1,2.75,1,0,4,0,2,8,2,3,16,15,9,26,0,8,46,54,6,9,H
2685,24203,2015/2016,11,2015-11-07 00:00:00,2030187,Levante UD,RC Deportivo de La Coruña,1,1,2.6,3.1,2.9,4,0,2,0,9,6,4,2,12,9,15,7,9,5,55,45,6,14,D
2687,24205,2015/2016,11,2015-11-07 00:00:00,2030189,Málaga CF,Real Betis Balompié,0,1,1.95,3.5,4.0,2,0,5,0,6,3,5,2,17,14,18,6,6,3,60,40,9,12,A
2684,24202,2015/2016,11,2015-11-07 00:00:00,2030186,RC Celta de Vigo,Valencia CF,1,5,1.85,3.75,4.2,1,0,3,0,9,2,7,1,17,25,19,9,15,5,59,41,21,15,A
2689,24207,2015/2016,11,2015-11-07 00:00:00,2030191,Rayo Vallecano,Granada CF,2,1,1.95,3.5,4.0,4,0,3,0,3,1,3,4,14,14,11,21,4,1,44,56,10,7,H
2680,24198,2015/2016,11,2015-11-07 00:00:00,2030182,SD Eibar,Getafe CF,3,1,2.1,3.25,3.75,3,0,1,1,9,3,4,7,12,9,20,21,5,7,43,57,16,10,H
2688,24206,2015/2016,11,2015-11-08 00:00:00,2030190,Athletic Club de Bilbao,RCD Espanyol,2,1,1.44,4.5,7.5,2,0,6,0,2,2,3,1,15,24,16,10,4,5,46,54,14,13,H
2686,24204,2015/2016,11,2015-11-08 00:00:00,2030188,Atlético Madrid,Real Sporting de Gijón,1,0,1.2,6.5,17.0,4,0,3,0,6,4,7,4,14,15,38,6,5,1,70,30,20,12,H
2681,24199,2015/2016,11,2015-11-08 00:00:00,2030183,FC Barcelona,Villarreal CF,3,0,1.3,5.5,10.0,5,0,3,0,6,3,10,2,12,19,18,4,7,2,60,40,24,20,H
2682,24200,2015/2016,11,2015-11-08 00:00:00,2030184,Sevilla FC,Real Madrid CF,3,2,3.6,4.0,1.91,1,0,1,0,5,14,6,11,12,11,19,21,4,6,45,55,12,24,H
2695,24213,2015/2016,12,2015-11-21 00:00:00,2030198,RC Deportivo de La Coruña,RC Celta de Vigo,2,0,3.3,3.4,2.2,6,0,3,0,1,5,3,0,16,13,14,15,2,10,41,59,15,21,H
2698,24216,2015/2016,12,2015-11-21 00:00:00,2030201,RCD Espanyol,Málaga CF,2,0,2.4,3.2,3.1,5,0,2,0,2,10,4,5,19,16,17,22,3,8,45,55,13,9,H
2692,24210,2015/2016,12,2015-11-21 00:00:00,2030194,Real Madrid CF,FC Barcelona,0,4,2.5,3.75,2.8,3,1,2,0,7,6,5,9,13,10,16,6,10,3,42,58,24,27,A
2693,24211,2015/2016,12,2015-11-21 00:00:00,2030196,Real Sociedad,Sevilla FC,2,0,2.63,3.3,2.7,2,0,1,0,7,6,4,7,6,12,12,19,7,5,64,36,9,15,H
2694,24212,2015/2016,12,2015-11-21 00:00:00,2030197,Valencia CF,UD Las Palmas,1,1,1.44,4.2,7.5,3,0,3,0,4,8,3,8,21,12,8,7,1,7,42,58,18,9,D
2699,24217,2015/2016,12,2015-11-22 00:00:00,2030202,Granada CF,Athletic Club de Bilbao,2,0,3.75,3.3,2.1,6,0,3,0,3,10,5,4,21,15,8,28,2,7,42,58,7,17,H
2697,24215,2015/2016,12,2015-11-22 00:00:00,2030200,Real Betis Balompié,Atlético Madrid,0,1,5.5,3.8,1.67,1,0,4,0,3,3,3,6,12,8,15,17,2,6,43,57,15,23,A
2696,24214,2015/2016,12,2015-11-22 00:00:00,2030199,Real Sporting de Gijón,Levante UD,0,3,2.2,3.2,3.5,4,0,5,0,3,3,9,5,15,14,23,7,5,3,56,44,12,7,A
2691,24209,2015/2016,12,2015-11-22 00:00:00,2030193,Villarreal CF,SD Eibar,1,1,1.53,4.0,7.0,3,0,4,0,3,10,5,5,8,12,20,20,12,6,57,43,20,19,D
2690,24208,2015/2016,12,2015-11-23 00:00:00,2030192,Getafe CF,Rayo Vallecano,1,1,2.4,3.3,3.0,5,0,4,0,10,2,3,4,20,15,16,21,5,7,40,60,10,13,D
2706,24224,2015/2016,13,2015-11-27 00:00:00,2030209,Levante UD,Real Betis Balompié,0,1,2.05,3.4,3.75,5,1,6,0,2,5,10,4,13,16,22,8,7,4,51,49,10,15,A
2707,24225,2015/2016,13,2015-11-28 00:00:00,2030210,Atlético Madrid,RCD Espanyol,1,0,1.22,6.0,15.0,0,0,4,0,7,2,12,3,15,26,15,8,6,2,51,49,26,16,H
2702,24220,2015/2016,13,2015-11-28 00:00:00,2030205,FC Barcelona,Real Sociedad,4,0,1.07,13.0,23.0,0,0,5,0,3,5,4,5,11,14,13,18,6,4,56,44,30,12,H
2708,24226,2015/2016,13,2015-11-28 00:00:00,2030211,Málaga CF,Granada CF,2,2,1.83,3.4,4.75,4,0,6,0,7,5,3,4,15,19,25,17,7,4,44,56,9,10,D
2705,24223,2015/2016,13,2015-11-28 00:00:00,2030208,RC Celta de Vigo,Real Sporting de Gijón,2,1,1.4,5.0,7.5,3,0,0,0,2,1,2,6,14,9,11,21,3,4,52,48,21,12,H
2704,24222,2015/2016,13,2015-11-28 00:00:00,2030207,UD Las Palmas,RC Deportivo de La Coruña,0,2,2.3,3.3,3.2,4,0,3,0,6,7,3,3,13,12,13,7,6,4,61,39,10,18,A
2700,24218,2015/2016,13,2015-11-29 00:00:00,2030203,Getafe CF,Villarreal CF,2,0,3.0,3.3,2.4,4,0,2,0,7,0,1,7,11,15,8,16,6,6,41,59,11,21,H
2709,24227,2015/2016,13,2015-11-29 00:00:00,2030212,Rayo Vallecano,Athletic Club de Bilbao,0,3,3.1,3.4,2.3,4,0,0,1,5,5,9,6,15,12,17,12,6,2,65,35,14,17,A
2701,24219,2015/2016,13,2015-11-29 00:00:00,2030204,SD Eibar,Real Madrid CF,0,2,7.5,5.0,1.4,3,0,4,0,4,8,4,6,19,7,16,10,6,5,38,62,20,24,A
2703,24221,2015/2016,13,2015-11-29 00:00:00,2030206,Sevilla FC,Valencia CF,1,0,1.75,4.0,4.33,3,0,6,0,8,0,9,0,26,20,44,8,17,0,61,39,15,19,H
2718,24236,2015/2016,14,2015-12-05 00:00:00,2030221,Granada CF,Atlético Madrid,0,2,7.0,3.75,1.57,2,0,1,0,5,4,8,6,7,9,15,10,6,8,46,54,11,29,A
2714,24232,2015/2016,14,2015-12-05 00:00:00,2030217,RC Deportivo de La Coruña,Sevilla FC,1,1,3.0,3.3,2.4,2,0,3,0,3,1,2,6,10,9,10,25,6,2,45,55,21,18,D
2716,24234,2015/2016,14,2015-12-05 00:00:00,2030219,Real Betis Balompié,RC Celta de Vigo,1,1,3.3,3.5,2.15,5,0,5,1,10,3,14,1,9,16,21,3,8,0,60,40,18,24,D
2711,24229,2015/2016,14,2015-12-05 00:00:00,2030214,Real Madrid CF,Getafe CF,4,1,1.1,11.0,21.0,1,0,0,0,7,4,5,2,9,16,18,8,3,4,63,37,27,14,H
2713,24231,2015/2016,14,2015-12-05 00:00:00,2030216,Valencia CF,FC Barcelona,1,1,9.0,6.0,1.3,3,0,1,0,6,9,3,6,13,15,7,12,0,6,36,64,19,33,D
2719,24237,2015/2016,14,2015-12-06 00:00:00,2030222,Athletic Club de Bilbao,Málaga CF,0,0,1.45,4.33,7.5,2,1,3,0,3,4,5,3,6,21,20,13,6,1,47,53,20,10,D
2712,24230,2015/2016,14,2015-12-06 00:00:00,2030215,Real Sociedad,SD Eibar,2,1,1.85,3.5,4.5,3,0,3,0,5,4,4,1,12,16,24,18,4,3,61,39,12,20,H
2715,24233,2015/2016,14,2015-12-06 00:00:00,2030218,Real Sporting de Gijón,UD Las Palmas,3,1,2.3,3.3,3.25,2,0,3,0,11,9,6,2,9,10,19,7,8,4,42,58,12,10,H
2710,24228,2015/2016,14,2015-12-06 00:00:00,2030213,Villarreal CF,Rayo Vallecano,2,1,1.57,3.8,6.5,1,0,4,0,6,6,5,2,16,12,19,16,5,4,47,53,21,14,H
2717,24235,2015/2016,14,2015-12-07 00:00:00,2030220,RCD Espanyol,Levante UD,1,1,2.0,3.5,3.8,4,0,5,0,3,5,4,5,13,14,26,16,2,6,56,44,16,10,D
2721,24239,2015/2016,15,2015-12-11 00:00:00,2030224,Getafe CF,Real Sociedad,1,1,2.88,3.2,2.6,3,0,3,0,6,5,2,4,16,12,14,21,5,5,42,58,14,15,D
2723,24241,2015/2016,15,2015-12-12 00:00:00,2030226,FC Barcelona,RC Deportivo de La Coruña,2,2,1.07,13.0,26.0,0,0,2,0,7,2,10,8,4,11,23,8,6,2,68,32,34,22,D
2727,24245,2015/2016,15,2015-12-12 00:00:00,2030230,Levante UD,Granada CF,1,2,2.1,3.1,4.0,2,0,2,0,3,1,1,3,25,25,13,10,2,1,48,52,11,11,A
2726,24244,2015/2016,15,2015-12-12 00:00:00,2030229,RC Celta de Vigo,RCD Espanyol,1,0,1.53,4.33,6.0,5,0,2,0,5,2,9,2,14,24,7,15,4,9,56,44,25,17,H
2724,24242,2015/2016,15,2015-12-12 00:00:00,2030227,Sevilla FC,Real Sporting de Gijón,2,0,1.36,5.0,8.5,3,0,4,0,7,1,7,3,13,10,33,12,3,1,63,37,19,15,H
